date,Heurelocale,Température,Humidité,Windchill,Vent,Pression,Précip.
18/1/2007,14,14.7,76,12.5,30,1005.5,0
18/1/2007,15,14.8,78,12.7,30,1005.0,0
18/1/2007,16,14.5,82,12.2,32,1005.1,0
18/1/2007,17,15.0,79,12.7,35,1005.9,0
18/1/2007,18,15.4,73,13.4,32,1007.1,0
18/1/2007,19,15.3,74,13.3,30,1009.1,0
18/1/2007,20,15.0,72,12.9,31,1010.4,0
18/1/2007,21,15.2,67,13.4,26,1011.5,0
18/1/2007,22,14.8,70,13.1,22,1013.2,0
18/1/2007,23,13.5,87,11.5,22,1013.3,0
19/1/2007,0,13.3,90,11.8,15,1013.4,0.2
19/1/2007,1,14.1,83,12,26,1013.6,0
19/1/2007,2,13.9,87,12,22,1013.7,0
19/1/2007,3,13.6,89,11.4,26,1014,0.2
19/1/2007,4,13.4,89,11.4,22,1014.6,0.2
19/1/2007,5,13.4,87,11.6,19,1015.3,0.2
19/1/2007,6,13.4,86,11.4,22,1016.2,0
19/1/2007,7,13.5,86,11.5,22,1017.2,0
19/1/2007,8,13.6,85,11.9,19,1018.5,0.2
19/1/2007,9,13.2,88,11.4,18,1019.7,0.2
19/1/2007,10,13.4,86,11.6,19,1021.2,0
19/1/2007,11,14.1,80,12.5,19,1022.5,0
19/1/2007,12,14,83,12.7,15,1023.6,0
19/1/2007,13,14.7,74,13,22,1023.6,0
19/1/2007,14,14.9,74,13.5,19,1023.8,0
19/1/2007,15,14.8,75,13.7,15,1024.1,0
19/1/2007,16,14.8,73,13.7,15,1024.3,0
19/1/2007,17,14.6,79,13.9,11,1024.6,0
19/1/2007,18,13.9,85,13,11,1024.9,0
19/1/2007,19,13.8,86,12.9,11,1025.2,0
19/1/2007,20,13.5,88,12.1,15,1025,0
19/1/2007,21,13.4,86,12,15,1024.6,0
19/1/2007,22,13.5,85,12.1,15,1024.6,0
19/1/2007,23,13.1,88,11.6,15,1024,0
20/1/2007,0,12.8,90,11.2,15,1023.7,0.2
20/1/2007,1,12.8,85,11.7,11,1023.2,0
20/1/2007,2,12.7,86,10.7,19,1022.4,0
20/1/2007,3,13,84,12,11,1021.6,0
